Início,Término,Bacia,Ativo,Operador,Ambiente,Lâmina d'água,Código (ANP),Objetivo,Sonda,Info
2012-11-02,2012-11-04,Potiguar,,Petrobras,TERRA,0.0,7ARG867RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-10-29,2012-10-31,Potiguar,,Petrobras,TERRA,0.0,7ARG868RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-10-15,2012-10-18,Potiguar,,Petrobras,TERRA,0.0,7ARG871RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-10-03,2012-10-05,Potiguar,,Petrobras,TERRA,0.0,7ARG876RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-02-15,2012-03-09,Potiguar,,Perícia,TERRA,0.0,7AND2RN,produção,GREAT - 122,Sonda Deslocada
2012-12-19,2012-12-30,Potiguar,,Petrobras,TERRA,0.0,3BRSA1147RN,exploração,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-09-15,2012-09-28,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,4BRSA1111RN,exploração,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-04-02,2012-04-26,Potiguar,,Petrobras,TERRA,0.0,3BRSA1065RN,exploração,SAIPEM-2,Sonda Deslocada
2012-12-18,2013-01-07,Potiguar,,Petrobras,TERRA,0.0,3BRSA1145RN,exploração,GREAT - 126,Sonda Deslocada
2012-09-22,2012-09-30,Potiguar,,Petrobras,TERRA,0.0,7BVS65RN,produção,PROEN-01,Sonda Deslocada
2012-10-05,2012-10-18,Potiguar,,Petrobras,TERRA,0.0,7BVS66RN,produção,PROEN-01,Sonda Deslocada
2012-08-21,2012-09-06,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7CAC27DRN,produção,GREAT - 126,Sonda Deslocada
2012-08-02,2012-08-12,Potiguar,,Petrobras,TERRA,0.0,3BRSA1100RN,exploração,GREAT - 126,Sonda Deslocada
2012-05-08,2012-05-28,Potiguar,,Petrobras,TERRA,0.0,7CAM1409RN,produção,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-07-19,2012-07-23,Potiguar,,Petrobras,TERRA,0.0,7CAM1415RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-07-29,2012-07-31,Potiguar,,Petrobras,TERRA,0.0,7CAM1422RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-07-03,2012-07-19,Potiguar,,Petrobras,TERRA,0.0,7CAM1426DRN,produção,PROEN-01,Sonda Deslocada
2012-02-15,2012-02-23,Potiguar,,Petrobras,TERRA,0.0,7CAM1427DRN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-04-02,2012-04-12,Potiguar,,Petrobras,TERRA,0.0,7CAM1428RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-02-25,2012-03-06,Potiguar,,Petrobras,TERRA,0.0,7CAM1430RN,produção,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-11-24,2012-12-11,Potiguar,,Petrobras,TERRA,0.0,7CAM1432RN,produção,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-05-13,2012-05-23,Potiguar,,Petrobras,TERRA,0.0,7CAM1433DRN,produção,PROEN-01,Sonda Deslocada
2012-05-29,2012-06-04,Potiguar,,Petrobras,TERRA,0.0,7CAM1436DRN,produção,PROEN-01,Sonda Deslocada
2012-05-03,2012-05-06,Potiguar,,Petrobras,TERRA,0.0,7CAM1437RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-06-01,2012-06-04,Potiguar,,Petrobras,TERRA,0.0,7CAM1440RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-07-08,2012-07-12,Potiguar,,Petrobras,TERRA,0.0,7CAM1442DRN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-09-12,2012-09-23,Potiguar,,Petrobras,TERRA,0.0,7CAM1443DRN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-06-13,2012-06-18,Potiguar,,Petrobras,TERRA,0.0,7CAM1446DRN,produção,GREAT - 126,Sonda Deslocada
2012-08-14,2012-08-17,Potiguar,,Petrobras,TERRA,0.0,7CAM1448RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-05-18,2012-05-20,Potiguar,,Petrobras,TERRA,0.0,7CAM1449RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-06-21,2012-06-23,Potiguar,,Petrobras,TERRA,0.0,7CAM1451RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-06-15,2012-06-16,Potiguar,,Petrobras,TERRA,0.0,7CAM1452RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-05-10,2012-05-14,Potiguar,,Petrobras,TERRA,0.0,7CAM1455RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-06-26,2012-07-23,Potiguar,,Petrobras,TERRA,0.0,7CAM1461RN,produção,GREAT - 126,Sonda Deslocada
2012-06-08,2012-06-10,Potiguar,,Petrobras,TERRA,0.0,7CAM1464RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-12-14,2012-12-17,Potiguar,,Petrobras,TERRA,0.0,7CAM1466DRN,produção,PROEN-01,Sonda Deslocada
2012-12-05,2012-12-08,Potiguar,,Petrobras,TERRA,0.0,7CAM1471DRN,produção,PROEN-01,Sonda Deslocada
2012-05-24,2012-05-28,Potiguar,,Petrobras,TERRA,0.0,7CAM1472RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-12-17,2012-12-24,Potiguar,,Petrobras,TERRA,0.0,3BRSA1144RN,exploração,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-12-12,2012-12-15,Potiguar,,Petrobras,TERRA,0.0,7ET1062DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-11-11,2012-11-13,Potiguar,,Petrobras,TERRA,0.0,7ET1088RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-12-09,2012-12-11,Potiguar,,Petrobras,TERRA,0.0,7ET1091DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-11-23,2012-11-26,Potiguar,,Petrobras,TERRA,0.0,7ET1099DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-10-25,2012-10-27,Potiguar,,Petrobras,TERRA,0.0,7ET1103DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-11-28,2012-11-30,Potiguar,,Petrobras,TERRA,0.0,7ET1104DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-11-04,2012-11-06,Potiguar,,Petrobras,TERRA,0.0,7ET1108RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-12-17,2012-12-19,Potiguar,,Petrobras,TERRA,0.0,7ET1121DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-12-05,2012-12-07,Potiguar,,Petrobras,TERRA,0.0,7ET1147DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-12-30,2013-01-02,Potiguar,,Petrobras,TERRA,0.0,7ET1177DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-12-02,2012-12-04,Potiguar,,Petrobras,TERRA,0.0,7ET1178DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-12-25,2012-12-29,Potiguar,,Petrobras,TERRA,0.0,7ET1182DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-12-20,2012-12-23,Potiguar,,Petrobras,TERRA,0.0,7ET1237DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-09-26,2012-09-28,Potiguar,,Petrobras,TERRA,0.0,7ET1239DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-09-30,2012-10-03,Potiguar,,Petrobras,TERRA,0.0,7ET1241DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-10-05,2012-10-07,Potiguar,,Petrobras,TERRA,0.0,7ET1243DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-09-22,2012-09-24,Potiguar,,Petrobras,TERRA,0.0,7ET1246DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-10-09,2012-10-12,Potiguar,,Petrobras,TERRA,0.0,7ET1247DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-10-18,2012-10-19,Potiguar,,Petrobras,TERRA,0.0,7ET1250DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-10-14,2012-10-16,Potiguar,,Petrobras,TERRA,0.0,7ET1251DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-11-02,2012-11-03,Potiguar,,Petrobras,TERRA,0.0,7ET1252RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-11-18,2012-11-22,Potiguar,,Petrobras,TERRA,0.0,7ET1254DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-10-29,2012-10-31,Potiguar,,Petrobras,TERRA,0.0,7ET1255RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-10-21,2012-10-23,Potiguar,,Petrobras,TERRA,0.0,7ET1256DRN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-08-05,2012-08-10,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7FC13RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-08-22,2012-08-23,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7FMQ44RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-09-02,2012-09-03,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7FMQ45RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-08-26,2012-08-29,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7FMQ46RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-09-06,2012-09-08,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7FMQ47RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-12-25,2013-01-02,Potiguar,,Petrobras,TERRA,0.0,3BRSA1149RN,exploração,PROEN-01,Sonda Deslocada
2012-04-07,2012-04-26,Potiguar,,Petrobras,TERRA,0.0,3BRSA1067RN,exploração,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-03-02,2012-03-08,Potiguar,,Petrobras,TERRA,0.0,7GMR86RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-03-23,2012-04-03,Potiguar,,Petrobras,TERRA,0.0,7GMR87ARN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
2012-02-21,2012-02-21,Potiguar,,Petrobras,TERRA,0.0,7GMR87RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-04-15,2012-04-22,Potiguar,,Petrobras,TERRA,0.0,7GMR88RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-03-14,2012-03-24,Potiguar,,Petrobras,TERRA,0.0,7GMR89RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-03-28,2012-04-05,Potiguar,,Petrobras,TERRA,0.0,7GMR90RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-04-06,2012-04-12,Potiguar,,Petrobras,TERRA,0.0,7GMR91RN,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-10-21,2012-11-05,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7LPX18DRN,produção,GREAT - 126,Sonda Deslocada
2012-09-15,2012-10-01,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7LV58DRN,produção,GREAT - 126,Sonda Deslocada
2012-08-16,2012-09-08,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7LV61DRN,produção,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-04-09,2012-04-22,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7LV66DRN,produção,GREAT - 126,Sonda Deslocada
2012-11-21,,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7LV68RN,produção,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-11-07,2012-11-15,Potiguar,,Potiguar E&P S.A.,TERRA,0.0,7LV69RN,produção,PROEN-01,Sonda Deslocada
2012-05-09,2012-06-12,Potiguar,,Petrobras,TERRA,0.0,4BRSA1079RN,exploração,SAIPEM-2,Sonda Deslocada
2012-05-27,2012-06-06,Potiguar,,Petrobras,TERRA,0.0,8PTS13RN,produção,PROEN-01,Sonda Deslocada
2012-03-29,,Potiguar,,Petrobras,TERRA      ,0.0,7PV10RN,produção,GREAT - 126,Sonda Deslocada
2012-04-15,,Potiguar,,Petrobras,TERRA      ,0.0,7PV11RN,produção,PROEN-01,Sonda Deslocada
2012-04-28,,Potiguar,,Petrobras,TERRA      ,0.0,7PV12RN,produção,PROEN-01,Sonda Deslocada
2012-03-14,,Potiguar,,Petrobras,TERRA      ,0.0,7PV9RN,produção,PROEN-01,Sonda Deslocada
2012-07-31,,Potiguar,,Petrobras,TERRA      ,0.0,8PV13RN,produção,PROEN-01,Sonda Deslocada
2012-08-22,,Potiguar,,Petrobras,TERRA      ,0.0,8PV14RN,produção,PROEN-01,Sonda Deslocada
2012-09-12,,Potiguar,,Petrobras,TERRA      ,0.0,7PML34RN,produção,NIC 01,Sonda Deslocada
2012-09-01,,Potiguar,,Petrobras,TERRA      ,0.0,7PML35RN,produção,NIC 01,Sonda Deslocada
2012-09-23,,Potiguar,,Petrobras,TERRA      ,0.0,7PML38RN,produção,NIC 01,Sonda Deslocada
2012-08-19,,Potiguar,,Petrobras,TERRA      ,0.0,7PML39RN,produção,NIC 01,Sonda Deslocada
2012-06-14,,Potiguar,,Petrobras,TERRA      ,0.0,7RE39RN,produção,NIC 01,Sonda Deslocada
2012-07-03,,Potiguar,,Petrobras,TERRA      ,0.0,7RE42RN,produção,SK-575,Última posição
2012-07-15,,Potiguar,,Petrobras,TERRA      ,0.0,7RE44RN,produção,NIC 01,Sonda Deslocada
2012-07-30,,Potiguar,,Petrobras,TERRA      ,0.0,7RE45RN,produção,NIC 01,Sonda Deslocada
2012-08-09,,Potiguar,,Petrobras,TERRA      ,0.0,7RE46RN,produção,NIC 01,Sonda Deslocada
2012-12-09,,Potiguar,,Potiguar E&P S.A.,TERRA      ,0.0,6BRSA1138RN,exploração,SAIPEM-2,Última posição
2012-10-24,,Potiguar,,Potiguar E&P S.A.,TERRA      ,0.0,7RFQ50DRN,produção,SAIPEM-2,Sonda Deslocada
2012-08-20,,Potiguar,,Potiguar E&P S.A.,TERRA      ,0.0,7RFQ51DRN,produção,SAIPEM-2,Sonda Deslocada
2012-07-03,,Potiguar,,Potiguar E&P S.A.,TERRA      ,0.0,7RFQ52DRN,produção,SAIPEM-2,Sonda Deslocada
2012-08-14,,Potiguar,,Potiguar E&P S.A.,TERRA      ,0.0,7RFQ53DRN,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
2012-07-15,,Potiguar,,3R PETROLEUM,TERRA      ,0.0,7SCR105DRN,produção,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-06-14,,Potiguar,,3R PETROLEUM,TERRA      ,0.0,7SCR106DRN,produção,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-06-01,,Potiguar,,3R PETROLEUM,TERRA      ,0.0,7SCR107DRN,produção,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-06-24,,Potiguar,,3R PETROLEUM,TERRA      ,0.0,7SCR108DRN,produção,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-07-04,,Potiguar,,3R PETROLEUM,TERRA      ,0.0,7SCR109DRN,produção,SONDA CONVENCIONAL 95,Sonda Deslocada
2012-02-07,,Potiguar,,3R PETROLEUM,MAR        ,3.08,7SER31DRNS,produção,SONDA SAIPEM 3,Sonda Deslocada
2012-03-27,,Potiguar,,3R PETROLEUM,MAR        ,2.65,7SER33DRNS,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
2012-12-03,,Potiguar,,3R PETROLEUM,MAR        ,2.53,7SER34DARNS,produção,SONDA SAIPEM 3,Última posição
2012-09-20,,Potiguar,,3R PETROLEUM,MAR        ,2.53,7SER34DRNS,produção,SONDA SAIPEM 3,Sonda Deslocada
2012-11-30,,Potiguar,,3R PETROLEUM,MAR        ,0.0,7SER35DRNS,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
2012-05-16,,Potiguar,,3R PETROLEUM,MAR        ,0.0,7SER37DRNS,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
2012-11-16,,Potiguar,,Potiguar E&P S.A.,TERRA      ,0.0,3BRSA1130RN,exploração,GREAT - 126,Sonda Deslocada
2012-06-10,,Recôncavo,,Petrobras,TERRA      ,0.0,7FBM265DBA,produção,BCH Energy 6,Sonda Deslocada
2012-05-11,,Recôncavo,,Petrobras,TERRA      ,0.0,7FBM271DBA,produção,BCH Energy 6,Sonda Deslocada
2012-05-20,,Recôncavo,,SHB,TERRA      ,0.0,1STAR27ABA,exploração,RAPID RIG Sonda Convencional de Perfuração KM,Sonda Deslocada
2012-04-03,,Recôncavo,,SHB,TERRA      ,0.0,1STAR27BA,exploração,RAPID RIG Sonda Convencional de Perfuração KM,Sonda Deslocada
2012-06-25,,Recôncavo,,SHB,TERRA      ,0.0,1STAR27BBA,exploração,RAPID RIG Sonda Convencional de Perfuração KM,Sonda Deslocada
2012-11-18,,Recôncavo,,Maha Energy,TERRA      ,0.0,1GTE5HPBA,exploração,GREAT - 120,Sonda Deslocada
2012-01-08,,Recôncavo,,Maha Energy,TERRA      ,0.0,3GTE4DBA,exploração,IMETAME_ENERGIA_01,Sonda Deslocada
2012-02-17,,Recôncavo,,Maha Energy,TERRA      ,0.0,3GTE4DPABA,exploração,IMETAME_ENERGIA_01,Sonda Deslocada
2012-06-21,,Recôncavo,,Imetame,TERRA      ,0.0,1IMET6DBA,exploração,IMETAME_ENERGIA_01,Sonda Deslocada
2012-01-24,,Recôncavo,,SHB,TERRA      ,0.0,1STAR26BA,exploração,RAPID RIG Sonda Convencional de Perfuração KM,Sonda Deslocada
2012-11-04,,Recôncavo,,Alvopetro,TERRA      ,0.0,1ALV4DPBA,exploração,NIC 01,Sonda Deslocada
2012-10-27,,Recôncavo,,Alvopetro,TERRA      ,0.0,1ALV3DBA,exploração,NIC 01,Sonda Deslocada
2012-03-02,,Recôncavo,,Petrobras,TERRA      ,0.0,1BRSA1056BA,exploração,BCH Energy 4,Sonda Deslocada
2012-10-15,,Recôncavo,,Petrobras,TERRA      ,0.0,3BRSA1119DBA,exploração,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-02-10,,Recôncavo,,Petrobras,TERRA      ,0.0,1BRSA1046DBA,exploração,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-02-09,,Recôncavo,,Petrobras,TERRA      ,0.0,7JND54DPBA,produção,BCH Energy 4,Sonda Deslocada
2012-12-31,,Recôncavo,,Petrobras,TERRA      ,0.0,7AG418DPBA,produção,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-06-09,,Recôncavo,,Petrobras,TERRA      ,0.0,7AG423DBA,produção,Rig-105,Sonda Deslocada
2012-01-03,,Recôncavo,,Petrobras,TERRA      ,0.0,7AG424DBA,produção,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-08-16,2012-09-12,Recôncavo,,Petrobras,TERRA,0.0,7AG425DBA,produção,BCH-10,Sonda Deslocada
2012-09-14,2012-10-07,Recôncavo,,Petrobras,TERRA,0.0,7AG427DBA,produção,BCH Energy 4,Sonda Deslocada
2012-12-29,2013-01-05,Recôncavo,,Petrobras,TERRA,0.0,7AG429DBA,produção,BCH Energy 6,Sonda Deslocada
2012-11-30,2012-12-18,Recôncavo,,Petrobras,TERRA,0.0,7AG430DBA,produção,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-05-13,2012-05-22,Recôncavo,,Petrobras,TERRA,0.0,8AG422DBA,produção,Rig-105,Sonda Deslocada
2012-05-30,2012-06-05,Recôncavo,,Petrobras,TERRA,0.0,8AG426DPBA,produção,Rig-105,Sonda Deslocada
2012-12-15,2013-02-13,Recôncavo,,Petrobras,TERRA,0.0,3BRSA1142DBA,exploração,Terra Invader 350-T,Sonda Deslocada
2012-04-23,2012-06-24,Recôncavo,,Petrobras,TERRA,0.0,6BRSA1072DBA,exploração,Terra Invader 350-T,Sonda Deslocada
2012-04-30,2012-06-18,Recôncavo,,Petrobras,TERRA,0.0,7AR340DBA,produção,SONDA CONVENCIONAL 108,Sonda Deslocada
2012-06-01,2012-07-09,Recôncavo,,Petrobras,TERRA,0.0,7AR341DBA,produção,SONDA CONVENCIONAL 105,Sonda Deslocada
2012-07-12,2012-08-02,Recôncavo,,Petrobras,TERRA,0.0,7AR342BA,produção,BCH Energy 6,Sonda Deslocada
2012-10-17,2012-11-15,Recôncavo,,Petrobras,TERRA,0.0,7AR345DBA,produção,SONDA CONVENCIONAL 108,Sonda Deslocada
2012-10-27,2012-11-07,Recôncavo,,Petrobras,TERRA,0.0,7AR349DPBA,produção,SONDA CONVENCIONAL 105,Sonda Deslocada
2012-07-22,2012-08-28,Recôncavo,,Petrobras,TERRA,0.0,8AR343DBA,produção,SONDA CONVENCIONAL 105,Sonda Deslocada
2012-08-20,2012-10-05,Recôncavo,,Petrobras,TERRA,0.0,8AR344DBA,produção,SONDA CONVENCIONAL 108,Sonda Deslocada
2012-03-22,2012-03-30,Recôncavo,,Petrobras,TERRA,0.0,7BA440DBA,produção,Rig-105,Sonda Deslocada
2012-04-14,2012-04-19,Recôncavo,,Petrobras,TERRA,0.0,7BA441DBA,produção,Rig-104,Sonda Deslocada
2012-05-08,2012-05-13,Recôncavo,,Petrobras,TERRA,0.0,7BA442DBA,produção,Rig-104,Sonda Deslocada
2012-03-25,2012-04-06,Recôncavo,,Petrobras,TERRA,0.0,7BA443DBA,produção,Rig-104,Sonda Deslocada
2012-04-25,2012-05-03,Recôncavo,,Petrobras,TERRA,0.0,7BA444DBA,produção,Rig-104,Sonda Deslocada
2012-04-29,2012-05-06,Recôncavo,,Petrobras,TERRA,0.0,7BA445DBA,produção,Rig-105,Sonda Deslocada
2012-04-18,2012-04-25,Recôncavo,,Petrobras,TERRA,0.0,7BA446DBA,produção,Rig-105,Sonda Deslocada
2012-04-05,2012-04-12,Recôncavo,,Petrobras,TERRA,0.0,7BA447DBA,produção,Rig-105,Sonda Deslocada
2012-05-23,2012-05-30,Recôncavo,,Petrobras,TERRA,0.0,8BA448BA,produção,Rig-104,Sonda Deslocada
2012-01-09,2012-03-01,Recôncavo,,Petrobras,TERRA,0.0,7CS211DBA,produção,National Oilwell Varco - 750,Sonda Deslocada
2012-03-22,2012-03-28,Recôncavo,,Petrobras,TERRA,0.0,7CS212BA,produção,National Oilwell Varco - 750,Sonda Deslocada
2012-04-05,2012-04-11,Recôncavo,,Petrobras,TERRA,0.0,7CS213DBA,produção,National Oilwell Varco - 750,Sonda Deslocada
2012-05-17,2012-05-24,Recôncavo,,Petrobras,TERRA,0.0,7CS216DBA,produção,National Oilwell Varco - 750,Sonda Deslocada
2012-06-24,2012-07-10,Recôncavo,,Petrobras,TERRA,0.0,7CS217BA,produção,National Oilwell Varco - 750,Sonda Deslocada
2012-08-07,2012-08-12,Recôncavo,,Petrobras,TERRA,0.0,7CS218DBA,produção,National Oilwell Varco - 750,Sonda Deslocada
2012-07-22,2012-07-26,Recôncavo,,Petrobras,TERRA,0.0,7CS219BA,produção,National Oilwell Varco - 750,Sonda Deslocada
2012-04-19,2012-05-04,Recôncavo,,Petrobras,TERRA,0.0,8CS214BA,produção,National Oilwell Varco - 750,Sonda Deslocada
2012-01-13,2012-02-17,Recôncavo,,Petrobras,TERRA,0.0,3BRSA1039DBA,exploração,Sonda de Perfuração Terrestre - Terra Invader 350-,Sonda Deslocada
2012-01-23,2012-04-01,Recôncavo,,Petrobras,TERRA,0.0,7CX96DBA,produção,Terra Invader 350-T,Sonda Deslocada
2012-01-02,2012-01-13,Recôncavo,,Petrobras,TERRA,0.0,7CER32DBA,produção,BCH Energy 6,Sonda Deslocada
2012-04-20,2012-05-01,Recôncavo,,Petrobras,TERRA,0.0,7CER33DBA,produção,BCH Energy 6,Sonda Deslocada
2012-01-23,2012-04-09,Recôncavo,,Petrobras,TERRA,0.0,7CER34DBA,produção,BCH Energy 6,Sonda Deslocada
2012-09-20,2012-09-25,Recôncavo,,Petrobras,TERRA,0.0,7DJ842BA,produção,Rig-104,Sonda Deslocada
2012-06-07,2012-06-29,Recôncavo,,Petrobras,TERRA,0.0,7DJ848HBA,produção,HG-01,Sonda Deslocada
2012-07-07,2012-07-10,Recôncavo,,Petrobras,TERRA,0.0,7DJ861BA,produção,Rig-104,Sonda Deslocada
2012-09-03,2012-09-06,Recôncavo,,Petrobras,TERRA,0.0,7DJ870BA,produção,Rig-104,Sonda Deslocada
2012-12-03,2012-12-28,Recôncavo,,Petrobras,TERRA,0.0,7DJ873HBA,produção,HG-01,Sonda Deslocada
2012-07-22,2012-08-27,Recôncavo,,Petrobras,TERRA,0.0,8DJ851HBA,produção,HG-01,Sonda Deslocada
2012-06-06,2012-06-10,Recôncavo,,Petrobras,TERRA,0.0,8DJ859BA,produção,Rig-104,Sonda Deslocada
2012-06-14,2012-06-18,Recôncavo,,Petrobras,TERRA,0.0,8DJ860BA,produção,Rig-104,Sonda Deslocada
2012-06-24,2012-06-28,Recôncavo,,Petrobras,TERRA,0.0,8DJ862BA,produção,Rig-104,Sonda Deslocada
2012-08-04,2012-08-08,Recôncavo,,Petrobras,TERRA,0.0,8DJ863BA,produção,Rig-104,Sonda Deslocada
2012-07-03,2012-07-07,Recôncavo,,Petrobras,TERRA,0.0,8DJ864DBA,produção,Rig-105,Sonda Deslocada
2012-07-16,2012-07-20,Recôncavo,,Petrobras,TERRA,0.0,8DJ865BA,produção,Rig-104,Sonda Deslocada
2012-07-25,2012-07-29,Recôncavo,,Petrobras,TERRA,0.0,8DJ866DBA,produção,Rig-104,Sonda Deslocada
2012-08-18,2012-08-22,Recôncavo,,Petrobras,TERRA,0.0,8DJ867BA,produção,Rig-104,Sonda Deslocada
2012-08-25,2012-08-29,Recôncavo,,Petrobras,TERRA,0.0,8DJ868BA,produção,Rig-104,Sonda Deslocada
2012-09-13,2012-09-16,Recôncavo,,Petrobras,TERRA,0.0,8DJ869BA,produção,Rig-104,Sonda Deslocada
2012-10-07,2012-11-14,Recôncavo,,Petrobras,TERRA,0.0,8DJ871HBA,produção,HG-01,Sonda Deslocada
2012-04-11,2012-05-15,Recôncavo,,Petrobras,TERRA,0.0,7DJ853HBA,produção,HG-01,Sonda Deslocada
2012-02-02,,Recôncavo,,Petrobras,TERRA,0.0,8DJ855HABA,produção,HG-01,Sonda Deslocada
2012-01-26,,Recôncavo,,Petrobras,TERRA,0.0,8DJ855HBA,produção,HG-01,Sonda Deslocada
2012-12-05,2013-02-28,Recôncavo,,Petrobras,TERRA,0.0,9DJ872HBA,N.D.,DD-625,Sonda Deslocada
2012-04-21,2012-04-28,Recôncavo,,Petrobras,TERRA,0.0,7FAV128DBA,produção,BCH Energy 4,Sonda Deslocada
2012-04-07,2012-04-13,Recôncavo,,Petrobras,TERRA,0.0,7FAV129DBA,produção,BCH Energy 4,Sonda Deslocada
