Início,Término,Bacia,Ativo,Operador,Ambiente,Lâmina d'água,Código (ANP),Objetivo,Sonda,Info
1950-09-13,1950-12-15,Recôncavo,,Petrobras,TERRA,0,7C79BA,produção,SONDA CONVENCIONAL 4,Sonda Deslocada
1950-12-25,1952-05-24,Recôncavo,,Petrobras,TERRA,0,7C80BA,produção,SONDA CONVENCIONAL 2,Sonda Deslocada
1950-01-19,1950-02-03,Recôncavo,,Petrobras,TERRA,0,7DJ17BA,produção,ND,N.D.
1950-02-25,1950-03-16,Recôncavo,,Petrobras,TERRA,0,7DJ18BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1950-03-14,1950-04-06,Recôncavo,,Petrobras,TERRA,0,7DJ21BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1950-01-23,1950-02-23,Recôncavo,,Petrobras,TERRA,0,7DJ23BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1950-02-22,1950-03-13,Recôncavo,,Petrobras,TERRA,0,7DJ24BA,produção,ND,N.D.
1950-04-28,1950-05-08,Recôncavo,,Petrobras,TERRA,0,7DJ25BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1950-04-27,1950-06-06,Recôncavo,,Petrobras,TERRA,0,7DJ26BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1950-04-29,1950-06-17,Recôncavo,,Petrobras,TERRA,0,7DJ27BA,produção,ND,N.D.
1950-06-04,1950-06-20,Recôncavo,,Petrobras,TERRA,0,7DJ28BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1950-07-21,1950-08-07,Recôncavo,,Petrobras,TERRA,0,7DJ29BA,produção,ND,N.D.
1950-09-16,1950-10-27,Recôncavo,,Petrobras,TERRA,0,7DJ30BA,produção,ND,N.D.
1950-08-04,1950-08-18,Recôncavo,,Petrobras,TERRA,0.0,7DJ32BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1950-09-27,1950-10-08,Recôncavo,,Petrobras,TERRA,0,7DJ33BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1950-12-16,1950-12-23,Recôncavo,,Petrobras,TERRA,0,7DJ34BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1950-03-10,1950-03-25,Recôncavo,,Petrobras,TERRA,0.0,3DJ22BA,exploração,ND,N.D.
1950-11-26,1950-12-17,Recôncavo,,Petrobras,TERRA,0.0,7DJ31BA,produção,ND,N.D.
1950-10-24,1950-12-27,Recôncavo,,Newo,TERRA,0,1PV1BA,exploração,SONDA CONVENCIONAL 5,Sonda Deslocada
1950-04-22,1950-10-19,Recôncavo,,Petrobras,TERRA,0,1RS1BA,exploração,SONDA CONVENCIONAL 12,Sonda Deslocada
1950-08-13,1950-09-26,Sergipe,Brasil,ND,TERRA,0,1JP1SE,exploração,SONDA CONVENCIONAL 14,Sonda Deslocada
1951-10-23,1952-09-29,Marajó,Brasil,ND,TERRA,0,1CR1PA,exploração,SONDA CONVENCIONAL 14,Sonda Deslocada
1951-07-23,1951-09-22,Parnaíba,Brasil,ND,TERRA,0,1CL1MA,exploração,SONDA CONVENCIONAL 15,Sonda Deslocada
1951-03-28,1951-05-13,Recôncavo,,Petrobras,TERRA,0,3A14BA,exploração,ND,N.D.
1951-06-12,1951-09-07,Recôncavo,,Petrobras,TERRA,0,7AG2BA,produção,SONDA CONVENCIONAL 3,Sonda Deslocada
1951-10-03,1952-02-17,Recôncavo,,Petrobras,TERRA,0,7AG2DBA,produção,SONDA CONVENCIONAL 3,Sonda Deslocada
1951-04-20,1951-06-21,Recôncavo,Brasil,ND,TERRA,0,1SF1BA,exploração,SONDA CONVENCIONAL 8,Sonda Deslocada
1951-03-10,1951-12-29,Recôncavo,,Petrobras,TERRA,0,7C82BA,produção,ND,N.D.
1951-02-14,1951-03-05,Recôncavo,,Petrobras,TERRA,0,7DJ35BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1951-01-18,1951-02-04,Recôncavo,,Petrobras,TERRA,0,7DJ37BA,produção,ND,N.D.
1951-03-30,1951-04-10,Recôncavo,,Petrobras,TERRA,0,7DJ38BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1951-04-27,1951-05-13,Recôncavo,,Petrobras,TERRA,0,7DJ39BA,produção,ND,N.D.
1951-06-02,1951-07-07,Recôncavo,,Petrobras,TERRA,0,7DJ40BA,produção,ND,N.D.
1951-09-04,1951-09-16,Recôncavo,,Petrobras,TERRA,0.0,7DJ41BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1951-10-20,1951-11-05,Recôncavo,,Petrobras,TERRA,0,7DJ42BA,produção,ND,N.D.
1951-07-23,1951-08-08,Recôncavo,,Petrobras,TERRA,0,7DJ43BA,produção,ND,N.D.
1951-09-07,1951-09-24,Recôncavo,,Petrobras,TERRA,0,7DJ45BA,produção,ND,N.D.
1951-10-12,1951-10-21,Recôncavo,,Petrobras,TERRA,0,7DJ46BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1951-11-21,1951-12-08,Recôncavo,,Petrobras,TERRA,0,7DJ47BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1951-11-27,1951-12-08,Recôncavo,,Petrobras,TERRA,0,7DJ48BA,produção,ND,N.D.
1951-12-31,1952-01-18,Recôncavo,,Petrobras,TERRA,0,7DJ50BA,produção,ND,N.D.
1951-02-17,1951-06-12,Recôncavo,,Petrobras,TERRA,0.0,3DJ36BA,exploração,ND,N.D.
1951-12-23,1952-02-02,Recôncavo,,Petrobras,TERRA,0,7I28BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1951-03-11,1951-07-30,Recôncavo,,Petrobras,TERRA,0,1MJ1BA,exploração,SONDA CONVENCIONAL 4,Sonda Deslocada
1951-10-09,1951-12-06,Recôncavo,,Petrobras,TERRA,0,7MJ2BA,produção,SONDA CONVENCIONAL 4,Sonda Deslocada
1951-02-24,1951-04-29,Recôncavo,,Newo,TERRA,0,3PV2BA,exploração,SONDA CONVENCIONAL 5,Sonda Deslocada
1951-06-01,1951-08-11,Recôncavo,,Newo,TERRA,0,7PV3BA,produção,SONDA CONVENCIONAL 5,Sonda Deslocada
1951-09-14,1951-11-03,Recôncavo,,Newo,TERRA,0,7PV5BA,produção,SONDA CONVENCIONAL 5,Sonda Deslocada
1951-01-29,1951-04-05,Recôncavo,,Petrobras,TERRA,0,3RS2BA,exploração,SONDA CONVENCIONAL 12,Sonda Deslocada
1951-04-16,1951-04-26,Recôncavo,,Petrobras,TERRA,0,7RS3BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1951-05-14,1951-07-07,Recôncavo,,Petrobras,TERRA,0,7RS5BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1951-08-13,1951-09-24,Recôncavo,,Petrobras,TERRA,0,7RS6BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1951-11-06,1951-12-08,Recôncavo,,Petrobras,TERRA,0,7RS7BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1951-05-05,1951-05-13,Sergipe,Brasil,ND,TERRA,0,1MR1SE,exploração,SONDA CONVENCIONAL 14,Sonda Deslocada
1951-09-08,1951-10-13,Sergipe,Brasil,ND,TERRA,0,1MR2SE,exploração,SONDA CONVENCIONAL 14,Sonda Deslocada
1951-12-02,1952-07-08,Sergipe,Brasil,ND,TERRA,0,1MR3SE,exploração,SONDA CONVENCIONAL 14,Sonda Deslocada
1952-08-29,1953-05-07,Paraná,Brasil,ND,TERRA,0,1CP1SP,exploração,SONDA CONVENCIONAL 16,Sonda Deslocada
1952-01-26,1952-05-10,Recôncavo,,Petrobras,TERRA,0,7A15BA,produção,ND,N.D.
1952-03-16,1952-06-17,Recôncavo,,Petrobras,TERRA,0,7AG3BA,produção,SONDA CONVENCIONAL 3,Sonda Deslocada
1952-11-19,1953-01-23,Recôncavo,,Petrobras,TERRA,0,7AG4BA,produção,SONDA CONVENCIONAL 3,Sonda Deslocada
1952-08-31,1952-10-27,Recôncavo,,Petrobras,TERRA,0,7AG6BA,produção,SONDA CONVENCIONAL 3,Sonda Deslocada
1952-02-16,1952-02-28,Recôncavo,Brasil,ND,TERRA,0,1BF1BA,exploração,SONDA CONVENCIONAL 5,Sonda Deslocada
1952-02-09,1952-03-30,Recôncavo,,Petrobras,TERRA,0,7C73BA,produção,SONDA CONVENCIONAL 7,Sonda Deslocada
1952-06-08,1952-06-10,Recôncavo,,Petrobras,TERRA,0,7C78BA,produção,SONDA CONVENCIONAL 7,Sonda Deslocada
1952-10-11,1953-01-13,Recôncavo,,Petrobras,TERRA,0,7C83BA,produção,SONDA CONVENCIONAL 2,Sonda Deslocada
1952-08-04,1952-09-07,Recôncavo,,Petrobras,TERRA,0,7C84BA,produção,SONDA CONVENCIONAL 7,Sonda Deslocada
1952-12-19,1952-12-28,Recôncavo,,Petrobras,TERRA,0,7DJ44BA,produção,ND,N.D.
1952-01-13,1952-01-21,Recôncavo,,Petrobras,TERRA,0,7DJ49BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-01-31,1952-02-22,Recôncavo,,Petrobras,TERRA,0,7DJ51BA,produção,ND,N.D.
1952-02-16,1952-02-23,Recôncavo,,Petrobras,TERRA,0,7DJ52BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-03-12,1952-03-19,Recôncavo,,Petrobras,TERRA,0,7DJ53BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-03-04,1952-03-22,Recôncavo,,Petrobras,TERRA,0,7DJ54BA,produção,ND,N.D.
1952-03-12,1952-03-19,Recôncavo,,Petrobras,TERRA,0,7DJ55BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-06-28,1952-07-14,Recôncavo,,Petrobras,TERRA,0,7DJ56BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-05-09,1952-07-21,Recôncavo,,Petrobras,TERRA,0,7DJ57ABA,produção,ND,N.D.
1952-04-11,1952-04-24,Recôncavo,,Petrobras,TERRA,0,7DJ57BA,produção,ND,N.D.
1952-08-09,1952-08-23,Recôncavo,,Petrobras,TERRA,0,7DJ58BA,produção,ND,N.D.
1952-08-08,1952-08-18,Recôncavo,,Petrobras,TERRA,0,7DJ59BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-09-09,1952-09-17,Recôncavo,,Petrobras,TERRA,0,7DJ61BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-09-02,1952-09-14,Recôncavo,,Petrobras,TERRA,0,7DJ62BA,produção,ND,N.D.
1952-10-01,1952-10-07,Recôncavo,,Petrobras,TERRA,0,7DJ63BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-09-26,1952-10-07,Recôncavo,,Petrobras,TERRA,0,7DJ64BA,produção,ND,N.D.
1952-10-18,1952-10-26,Recôncavo,,Petrobras,TERRA,0,7DJ65BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-10-15,1952-10-25,Recôncavo,,Petrobras,TERRA,0,7DJ66BA,produção,ND,N.D.
1952-11-03,1952-11-09,Recôncavo,,Petrobras,TERRA,0,7DJ67BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-10-30,1952-11-08,Recôncavo,,Petrobras,TERRA,0,7DJ68BA,produção,ND,N.D.
1952-11-12,1952-11-21,Recôncavo,,Petrobras,TERRA,0,7DJ69BA,produção,ND,N.D.
1952-11-25,1952-12-10,Recôncavo,,Petrobras,TERRA,0,7DJ70BA,produção,ND,N.D.
1952-11-16,1952-11-22,Recôncavo,,Petrobras,TERRA,0,7DJ72BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-11-30,1952-12-07,Recôncavo,,Petrobras,TERRA,0,7DJ75BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-12-18,1952-12-24,Recôncavo,,Petrobras,TERRA,0,7DJ76BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1952-02-28,1952-04-27,Recôncavo,,Petrobras,TERRA,0,7I29BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1952-06-23,1952-08-05,Recôncavo,,Petrobras,TERRA,0,7I30BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1952-10-05,1952-10-29,Recôncavo,,Petrobras,TERRA,0,7I31BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1952-11-25,1952-12-15,Recôncavo,,Petrobras,TERRA,0,7I33BA,produção,ND,N.D.
1952-12-17,1952-12-30,Recôncavo,,Petrobras,TERRA,0,7I34BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1952-11-11,1952-11-28,Recôncavo,,Newo,TERRA,0.0,7I32BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1952-09-04,1952-10-15,Recôncavo,,Petrobras,TERRA,0.0,7A16BA,produção,ND,N.D.
1952-08-05,1952-10-10,Recôncavo,,Petrobras,TERRA,0,4MS1BA,exploração,SONDA CONVENCIONAL 4,Sonda Deslocada
1952-12-24,1953-02-17,Recôncavo,,Petrobras,TERRA,0,4MS2BA,exploração,SONDA CONVENCIONAL 13,Sonda Deslocada
1952-01-29,1952-04-25,Recôncavo,,Petrobras,TERRA,0,7MJ3BA,produção,SONDA CONVENCIONAL 4,Sonda Deslocada
1952-11-14,1952-12-28,Recôncavo,,Petrobras,TERRA,0,7MJ4BA,produção,SONDA CONVENCIONAL 4,Sonda Deslocada
1952-10-09,1952-10-10,Recôncavo,,Petrobras,TERRA,0,2PJST1BA,exploração,ND,N.D.
1952-04-30,1952-09-06,Recôncavo,,Petrobras,TERRA,0.0,1PJ1BA,exploração,SONDA CONVENCIONAL 5,Sonda Deslocada
1952-10-04,1952-10-06,Recôncavo,,Petrobras,TERRA,0.0,2PJST2BA,exploração,ND,N.D.
1952-10-20,1952-11-08,Recôncavo,,Newo,TERRA,0,2PVST1BA,exploração,ND,N.D.
1952-10-21,1952-10-24,Recôncavo,,Newo,TERRA,0,2PVST2BA,exploração,ND,N.D.
1952-01-10,1952-02-22,Recôncavo,,Petrobras,TERRA,0,3RS4BA,exploração,SONDA CONVENCIONAL 12,Sonda Deslocada
1952-04-07,1952-04-25,Recôncavo,,Petrobras,TERRA,0,7RS10BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1952-05-08,1952-05-28,Recôncavo,,Petrobras,TERRA,0,7RS11BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1952-06-11,1952-06-21,Recôncavo,,Petrobras,TERRA,0,7RS12BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1952-07-02,1952-08-28,Recôncavo,,Petrobras,TERRA,0,7RS13BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1952-09-23,1952-10-04,Recôncavo,,Petrobras,TERRA,0,7RS14BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1952-10-31,1952-11-28,Recôncavo,,Petrobras,TERRA,0,7RS15BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1952-10-09,1952-10-25,Recôncavo,,Petrobras,TERRA,0,7RS16BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1952-12-07,1952-12-18,Recôncavo,,Petrobras,TERRA,0,7RS17BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1952-01-07,1952-01-21,Recôncavo,,Petrobras,TERRA,0,7RS8BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1952-03-18,1952-04-02,Recôncavo,,Petrobras,TERRA,0,7RS9BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1953-11-04,1957-06-09,Amazonas,Brasil,ND,TERRA,0,1NO1AM,exploração,SONDA CONVENCIONAL 14,Sonda Deslocada
1953-02-23,1953-05-20,Marajó,Brasil,ND,TERRA,0,1BJ1PA,exploração,SONDA CONVENCIONAL 14,Sonda Deslocada
1953-07-06,1955-06-03,Paraná,Brasil,ND,TERRA,0,1J1PR,exploração,SONDA CONVENCIONAL 16,Sonda Deslocada
1953-07-09,1955-06-01,Parnaíba,Brasil,ND,TERRA,0,1VG1AMA,exploração,SONDA CONVENCIONAL 15,Sonda Deslocada
1953-01-18,1953-06-10,Parnaíba,Brasil,ND,TERRA,0,1VG1MA,exploração,SONDA CONVENCIONAL 15,Sonda Deslocada
1953-09-19,1953-10-11,Recôncavo,,Petrobras,TERRA,0,5AGB1BA,exploração,SONDA CONVENCIONAL 12,Sonda Deslocada
1953-12-08,1953-12-25,Recôncavo,,Petrobras,TERRA,0,7AGB2BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1953-10-02,1953-11-29,Recôncavo,,Petrobras,TERRA,0,7AG10BA,produção,SONDA CONVENCIONAL 13,Sonda Deslocada
1953-02-06,1953-03-24,Recôncavo,,Petrobras,TERRA,0,7AG5BA,produção,SONDA CONVENCIONAL 3,Sonda Deslocada
1953-04-10,1953-05-30,Recôncavo,,Petrobras,TERRA,0,7AG7BA,produção,SONDA CONVENCIONAL 3,Sonda Deslocada
1953-06-18,1953-08-26,Recôncavo,,Petrobras,TERRA,0,7AG8BA,produção,SONDA CONVENCIONAL 3,Sonda Deslocada
1953-05-24,1955-06-25,Recôncavo,,Petrobras,TERRA,0,7AG9BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-02-17,1953-03-25,Recôncavo,Brasil,ND,TERRA,0,1VC1BA,exploração,ND,N.D.
1953-11-20,1954-01-20,Recôncavo,,Petrobras,TERRA,0,7C81BA,produção,SONDA CONVENCIONAL 20,Sonda Deslocada
1953-11-04,1954-02-15,Recôncavo,,Petrobras,TERRA,0,7C85BA,produção,SONDA CONVENCIONAL 2,Sonda Deslocada
1953-05-24,1953-06-01,Recôncavo,,Petrobras,TERRA,0,7DJ100BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1953-06-29,1953-07-05,Recôncavo,,Petrobras,TERRA,0,7DJ104BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1953-05-14,1953-05-20,Recôncavo,,Petrobras,TERRA,0,7DJ107BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-06-05,1953-06-18,Recôncavo,,Petrobras,TERRA,0,7DJ108BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-07-03,1953-07-10,Recôncavo,,Petrobras,TERRA,0,7DJ109BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-04-02,1953-05-10,Recôncavo,,Petrobras,TERRA,0,7DJ110BA,produção,ND,N.D.
1953-06-18,1953-07-01,Recôncavo,,Petrobras,TERRA,0,7DJ116BA,produção,ND,N.D.
1953-06-18,1953-06-26,Recôncavo,,Petrobras,TERRA,0,7DJ122BA,produção,SONDA CONVENCIONAL 17,Sonda Deslocada
1953-07-26,1953-08-07,Recôncavo,,Petrobras,TERRA,0,7DJ124BA,produção,SONDA CONVENCIONAL 17,Sonda Deslocada
1953-07-26,1953-08-07,Recôncavo,,Petrobras,TERRA,0,7DJ125BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-09-06,1953-09-21,Recôncavo,,Petrobras,TERRA,0,7DJ126BA,produção,SONDA CONVENCIONAL 17,Sonda Deslocada
1953-12-27,1954-01-13,Recôncavo,,Petrobras,TERRA,0,7DJ127BA,produção,SONDA CONVENCIONAL 17,Sonda Deslocada
1953-03-26,1953-04-10,Recôncavo,,Petrobras,TERRA,0,7DJ60BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-02-03,1953-02-08,Recôncavo,,Petrobras,TERRA,0,7DJ71BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1953-01-02,1953-01-12,Recôncavo,,Petrobras,TERRA,0.0,7DJ73BA,produção,ND,N.D.
1953-01-16,1953-01-27,Recôncavo,,Petrobras,TERRA,0,7DJ74BA,produção,ND,N.D.
1953-01-02,1953-01-09,Recôncavo,,Petrobras,TERRA,0,7DJ77BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1953-02-26,1953-03-12,Recôncavo,,Petrobras,TERRA,0,7DJ78BA,produção,SONDA CONVENCIONAL 17,Sonda Deslocada
1953-03-15,1953-03-24,Recôncavo,,Petrobras,TERRA,0,7DJ79BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-05-21,1953-06-06,Recôncavo,,Petrobras,TERRA,0,7DJ80BA,produção,ND,N.D.
1953-01-17,1953-01-23,Recôncavo,,Petrobras,TERRA,0,7DJ81BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1953-02-01,1953-03-01,Recôncavo,,Petrobras,TERRA,0,7DJ82BA,produção,ND,N.D.
1953-02-21,1953-02-27,Recôncavo,,Petrobras,TERRA,0,7DJ83BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1953-03-14,1953-03-23,Recôncavo,,Petrobras,TERRA,0,7DJ84BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1953-04-05,1953-04-11,Recôncavo,,Petrobras,TERRA,0,7DJ85BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1953-05-03,1953-05-12,Recôncavo,,Petrobras,TERRA,0,7DJ86BA,produção,SONDA CONVENCIONAL 8,Sonda Deslocada
1953-03-09,1953-03-21,Recôncavo,,Petrobras,TERRA,0,7DJ87BA,produção,ND,N.D.
1953-04-23,1953-04-29,Recôncavo,,Petrobras,TERRA,0,7DJ88BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-04-07,1953-04-13,Recôncavo,,Petrobras,TERRA,0,7DJ90BA,produção,SONDA CONVENCIONAL 17,Sonda Deslocada
1953-04-24,1953-05-06,Recôncavo,,Petrobras,TERRA,0,7DJ92BA,produção,SONDA CONVENCIONAL 17,Sonda Deslocada
1953-05-21,1953-05-29,Recôncavo,,Petrobras,TERRA,0,7DJ94BA,produção,SONDA CONVENCIONAL 17,Sonda Deslocada
1953-10-22,1953-11-15,Recôncavo,,Petrobras,TERRA,0,7DJ96BA,produção,SONDA CONVENCIONAL 17,Sonda Deslocada
1953-05-30,1953-06-04,Recôncavo,,Petrobras,TERRA,0,7DJ98BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-09-01,1953-09-12,Recôncavo,,Petrobras,TERRA,0,8DJIA1BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-10-05,1953-10-16,Recôncavo,,Petrobras,TERRA,0,8DJIA2BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-11-10,1953-12-11,Recôncavo,,Petrobras,TERRA,0,8DJIA3BA,produção,SONDA CONVENCIONAL 18,Sonda Deslocada
1953-01-27,1953-02-10,Recôncavo,,Petrobras,TERRA,0,7I35BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1953-02-23,1953-03-20,Recôncavo,,Petrobras,TERRA,0,7I36BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1953-04-16,1953-05-07,Recôncavo,,Petrobras,TERRA,0,7I37BA,produção,ND,N.D.
1953-05-13,1953-05-24,Recôncavo,,Petrobras,TERRA,0,7I38BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1953-06-02,1953-06-22,Recôncavo,,Petrobras,TERRA,0,7I39BA,produção,ND,N.D.
1953-10-17,1954-01-05,Recôncavo,,Petrobras,TERRA,0,7I41ABA,produção,ND,N.D.
1953-08-25,1953-09-17,Recôncavo,,Petrobras,TERRA,0,7I41BA,produção,ND,N.D.
1953-09-05,1953-10-05,Recôncavo,,Petrobras,TERRA,0,7I42BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1953-06-25,1953-08-15,Recôncavo,,Newo,TERRA,0.0,7I40BA,produção,SONDA CONVENCIONAL 6,Sonda Deslocada
1953-10-21,1953-11-25,Recôncavo,,Petrobras,TERRA,0.0,7MJ10BA,produção,SONDA CONVENCIONAL 4,Sonda Deslocada
1953-08-17,1953-09-23,Recôncavo,,Petrobras,TERRA,0,7MJ11BA,produção,SONDA CONVENCIONAL 5,Sonda Deslocada
1953-10-05,1953-11-09,Recôncavo,,Petrobras,TERRA,0,7MJ12BA,produção,SONDA CONVENCIONAL 4,Sonda Deslocada
1953-01-12,1953-02-27,Recôncavo,,Petrobras,TERRA,0.0,7MJ5BA,produção,SONDA CONVENCIONAL 5,Sonda Deslocada
1953-12-30,1954-02-01,Recôncavo,,Petrobras,TERRA,0.0,7MJ6BA,produção,SONDA CONVENCIONAL 4,Sonda Deslocada
1953-07-30,1953-09-01,Recôncavo,,Petrobras,TERRA,0.0,7MJ7BA,produção,SONDA CONVENCIONAL 4,Sonda Deslocada
1953-04-27,1953-06-11,Recôncavo,,Petrobras,TERRA,0,7MJ8BA,produção,SONDA CONVENCIONAL 4,Sonda Deslocada
1953-04-21,1953-06-10,Recôncavo,,Petrobras,TERRA,0.0,7MJ9BA,produção,SONDA CONVENCIONAL 4,Sonda Deslocada
1953-04-28,1953-07-16,Recôncavo,,Petrobras,TERRA,0,1PC1BA,exploração,SONDA CONVENCIONAL 13,Sonda Deslocada
1953-08-31,1953-11-29,Recôncavo,,Newo,TERRA,0,7PV6BA,produção,SONDA CONVENCIONAL 19,Sonda Deslocada
1953-01-29,1953-02-18,Recôncavo,,Petrobras,TERRA,0,7RS18BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1953-03-07,1953-03-18,Recôncavo,,Petrobras,TERRA,0,7RS19BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1953-04-07,1953-04-12,Recôncavo,,Petrobras,TERRA,0,7RS20BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1953-04-25,1953-05-08,Recôncavo,,Petrobras,TERRA,0,7RS21BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1954-04-25,1955-01-01,Amazonas,Brasil,ND,TERRA,0,1AC1PA,exploração,SONDA CONVENCIONAL 22,Sonda Deslocada
1954-07-06,1954-10-11,Camamu,Brasil,ND,TERRA,0,1BG1BA,exploração,ND,N.D.
1954-09-23,1954-09-29,Recôncavo,,Petrobras,TERRA,0,7AGB10BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1954-01-29,1954-02-10,Recôncavo,,Petrobras,TERRA,0,7AGB3BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1954-03-30,1954-04-11,Recôncavo,,Petrobras,TERRA,0,7AGB4BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1954-05-06,1954-05-13,Recôncavo,,Petrobras,TERRA,0,7AGB5BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1954-06-19,1954-07-04,Recôncavo,,Petrobras,TERRA,0,7AGB6BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1954-08-24,1954-09-11,Recôncavo,,Petrobras,TERRA,0,7AGB8BA,produção,SONDA CONVENCIONAL 12,Sonda Deslocada
1954-02-06,1954-04-12,Recôncavo,,Petrobras,TERRA,0,7AG11BA,produção,SONDA CONVENCIONAL 13,Sonda Deslocada
1954-05-31,1954-07-13,Recôncavo,,Petrobras,TERRA,0,7AG12BA,produção,SONDA CONVENCIONAL 13,Sonda Deslocada
1954-08-14,1954-09-30,Recôncavo,,Petrobras,TERRA,0,7AG14BA,produção,SONDA CONVENCIONAL 13,Sonda Deslocada
1954-12-18,1955-01-27,Recôncavo,,Petrobras,TERRA,0,7AG15BA,produção,SONDA CONVENCIONAL 13,Sonda Deslocada
1954-10-19,1954-12-02,Recôncavo,,Petrobras,TERRA,0.0,7AG17BA,produção,SONDA CONVENCIONAL 13,Sonda Deslocada
1954-05-02,1954-06-18,Recôncavo,Brasil,ND,TERRA,0,1MT1BA,exploração,SONDA CONVENCIONAL 4,Sonda Deslocada
1954-11-24,1955-01-04,Recôncavo,Brasil,ND,TERRA,0,1MT2BA,exploração,ND,N.D.
